"Company Name","Address","City","State","ZIP Code","Neighborhood","Phone Number","Phone Number Combined","Website","Company Description","Primary SIC Code","Primary SIC Description","Primary NAICS","Primary NAICS Description","Location Employee Size Actual","Location Sales Volume Actual"
"Nemko USA Inc","2210 Faraday Ave # 150","Carlsbad","CA","92008","","7555525","(858) 755-5525","Nemko.Com","","873447","Iso Certification","541380","Testing Laboratories","00045","$0"
"New Dimension Mktng & Research","1544 Summit Ave","Cardiff By Sea","CA","92007","","6327337","(760) 632-7337","Ndmr.Com","","874213","Marketing Programs & Services","541613","Marketing Consulting Services","00020","$2,278,000"
"Nexus Dx","10398 Pacific Center Ct","San Diego","CA","92121","Sorrento Valley","4104600","(858) 410-4600","Nexus-Dx.Com","","384104","Physicians & Surgeons Equip & Supls-Mfrs","339112","Surgical & Medical Instrument Manufacturing","00033","$13,400,000"
"Norman Krieger Inc","9654 Siempre Viva Rd # 5","San Diego","CA","92154","Otay Mesa","6616410","(619) 661-6410","Nkinc.Com","","874266","Logistics","541611","Administrative & General Mgmt Consulting Services","00020","$2,278,000"
"North Coast Patrol","146 Eucalyptus Ave","Vista","CA","92084","","9402776","(760) 940-2776","Northcoastpatrol.Net","","738102","Security Guard & Patrol Service","561612","Security Guards & Patrol Services","00025","$1,499,000"
"Novo Engineering","1350 Specialty Dr # A","Vista","CA","92081","","5986686","(760) 598-6686","Novoengineering.Com","Novo Engineering Inc. provides design engineering services and product-appropriate transition to manufacturing services. Based in Vista, Calif., it specializes in ink-jet printer mechanisms and medical device development. The company draws together the expertise of marketing, industrial design, engineering and manufacturing into the product architecture process. Novo Engineering Inc. maintains an onsite model shop to facilitate critical early prototypes, concept models and proof-principle experiments. It has over 6,000 square feet state-of-the-art hardware, software and comprehensive facility consisting of computer numeric controlled (CNC) model and machine shop, welding and grinding area, separate study room, inspection area, lunch room, conference room and offices. The company's clientele includes Diversa Corporation, HP Labs, Zebra Technologies and Medical Device Company, among others.","874806","Product Design/Development Consultants","541690","Other Scientific & Technical Consulting Services","00030","$3,291,000"
"Nuffer Smith Tucker","4045 3rd Ave # 200","San Diego","CA","92103","Hillcrest","2960605","(619) 296-0605","Nstpr.Com","","874302","Public Relations Counselors","541820","Public Relations Agencies","00026","$1,777,000"
"O'Day Consultants Inc","2710 Loker Ave W # 100","Carlsbad","CA","92010","","9317700","(760) 931-7700","Odayconsultants.Com","Founded in 1981, O Day Consultants is a company that provides civil engineering and land surveying services. Its staff of professional engineers and land surveyors has worked on several signature projects throughout San Diego, Riverside and other surrounding areas in Southern California. The company works for various public and private agencies. O Day Consultants serves various municipal, residential, retail and industrial clients, such as California State University San Marcos, City of Carlsbad, City of Encinitas, City of Murietta and American Stores Properties. It provides land planning, assessment district formation, recycled water and water main design and stormwater pollution prevention services. The company also offers surveying, hydrology, cost estimating, agency coordination and approval and earthwork calculation services. O Day Consultants is located in Carlsbad Calif.","871110","Engineers-Civil","541330","Engineering Services","00025","$4,802,000"
"Oceanside Public Library","330 N Coast Hwy","Oceanside","CA","92054","Downtown Oceanside","4355600","(760) 435-5600","Oceansidepubliclibrary.Org","Oceanside Public Library serves the informational, educational, cultural and recreational needs of its community. The library has a collection of books, large print books, magazines, newspapers, videos, and music on tapes and CDs. It also offers recorded books on tapes and CDs. Oceanside Public Library provides an online full-text magazine, business and financial data, car repair instructions, college catalogs, biographies, statistics, health and medical information, newspaper articles, book recommendations and literary criticism. In addition, the library offers programs for adults in civic center community rooms. Oceanside Public Library is located in Oceanside, Calif.","823106","Libraries-Public","519120","Libraries & Archives","00022","$0"
"Offshore Promotion","575 Union St","San Diego","CA","92101","Marina","5016846","(619) 501-6846","Offshorepromotion.Com","","874201","Business Management Consultants","541614","Process, Physical Distr/Logistics Consulting Svcs","00045","$5,124,000"
"One Roof Energy Inc","4445 Eastgate Mall # 240","San Diego","CA","92121","University City","4580533","(858) 458-0533","Oneroofenergy.Com","","873103","Solar Energy Research & Development","541715","Research & Devmnt-Physical Engineering Life Sci","00042","$0"
"One Stop Systems Inc","2235 Enterprise St # 110","Escondido","CA","92029","Vineyard","7459883","(760) 745-9883","Onestopsystems.Com","One Stop Systems is one of the leading manufacturers of industrial-grade computing systems and components in the United States. It designs and manufactures PCI Express-based products. The company offers computer modules and systems for telecommunication, defense, security and imaging applications. One Stop Systems provides enclosures, backplanes, central processing unit boards, removable hard disks and floppy drives. It offers power supplies, face plates, filler panels, carrier boards, rack stands and servers. The company also provides expansion systems and military and defense enclosures. One Stop Systems offers host adapters, expansion kits and disk arrays. It maintains a sales department and provides technical support services. The company operates a network of international distributors.","357101","Computers-Electronic-Manufacturers","334111","Electronic Computer Manufacturing","00036","$24,307,000"
"One Touch Living","15932 Bernardo Center Dr","San Diego","CA","92127","Rancho Bernardo","7989130","(858) 798-9130","1touchliving.Com","","874819","Automation Consultants","541690","Other Scientific & Technical Consulting Services","00020","$2,194,000"
"Onehealth Solutions Inc","420 Stevens Ave # 200","Solana Beach","CA","92075","Solana Beach","9476333","(858) 947-6333","Onehealth.Com","","737206","Computer Software","511210","Software Publishers","00035","$14,406,000"
"Onward Healthcare","12400 High Bluff Dr # 100","San Diego","CA","92130","Carmel Valley","2780332","(800) 278-0332","Onwardhealthcare.Com","Founded in 2002, Onward Healthcare is one of the fastest growing health care staffing companies in the United States. The company offers health systems a range of services, including per diem, travel and permanent placement for nursing and allied professionals. Onward Healthcare offers its clients customized, technology-driven human capital solutions to efficiently manage the costs of contingent labor. It has an impressive roster of clients, including more than 1,000 contracted hospitals in nearly 50 states, including Hawaii, Florida, California, Alaska and Texas. Onward Healthcare also attracts the top registered nurses and allied health professionals for travel, per diem and permanent placements. The company has approximately 100,000 qualified professionals in its database. Headquartered in Wilton, Conn., it has offices in Massachusetts, New Jersey, Maryland, New York, Delaware, Rhode Island and Pennsylvania.","804908","Nurses & Nurses' Registries","621399","Offices Of All Other Misc Health Practitioners","00040","$0"
"Pacific GMP","8810 Rehco Rd","San Diego","CA","92121","Sorrento Valley","5504094","(858) 550-4094","Abzena.Com","","873126","Biotechnology Products & Services","541714","Research-Devmnt In Biotechnology (Except Nanobio)","00020","$0"
"Company Name","Address","City","State","ZIP Code","Neighborhood","Phone Number","Phone Number Combined","Website","Company Description","Primary SIC Code","Primary SIC Description","Primary NAICS","Primary NAICS Description","Location Employee Size Actual","Location Sales Volume Actual"
"Pacific Precision Instruments","4635 Viewridge Ave # D","San Diego","CA","92123","Kearny Mesa","2772945","(858) 277-2945","Kristidill.Com","","871106","Engineers","541330","Engineering Services","00020","$3,842,000"
"Pacific Trades Plus","4501 Mission Bay Dr # 3h","San Diego","CA","92109","Pacific Beach","2732111","(858) 273-2111","Pacifictradesplus.Com","","874203","Personnel Consultants","541612","Human Resources Consulting Services","00037","$4,213,000"
"Pacificas Escondido","1351 E Washington Ave","Escondido","CA","92027","Midway","7413055","(760) 741-3055","Pacificaescondido.Com","Emeritus at Escondido is one of the premier assisted living and retirement communities in Escondido, California. Schedule a tour online today.","874859","Assisted Living Facility Consultants","541690","Other Scientific & Technical Consulting Services","00040","$4,388,000"
"Palomar Health","456 E Grand Ave","Escondido","CA","92025","Central Escondido","7406393","(760) 740-6393","Palomarhealth.Org","","874242","Health Care Management","541611","Administrative & General Mgmt Consulting Services","00020","$0"
"Parallel 6","3655 Nobel Dr # 650","San Diego","CA","92122","University City","2691063","(619) 269-1063","Parallel6.Com","","874213","Marketing Programs & Services","541613","Marketing Consulting Services","00020","$2,278,000"
"Paul Hansen Equipment","603 S Marshall Ave","El Cajon","CA","92020","","2632191","(619) 263-2191","Paulhansenequipment.Com","","871106","Engineers","541330","Engineering Services","00035","$6,723,000"
"Performance Improvement Intl","2111 S El Camino Real # 302","Oceanside","CA","92054","Fire Mountain","7220202","(760) 722-0202","Errorfree.Com","","874201","Business Management Consultants","541614","Process, Physical Distr/Logistics Consulting Svcs","00045","$5,124,000"
"Permission Interactive Inc","6070 Mission Gorge Rd # 1","San Diego","CA","92120","Grantville","8581333","(619) 858-1333","Permissioninteractive.Com","","874214","Marketing Consultants","541613","Marketing Consulting Services","00030","$3,416,000"
"Perry Consulting Group","1530 Hilton Head Rd # 206","El Cajon","CA","92019","","5990575","(619) 599-0575","Perryconsultinggroup.Com","","871202","Architects","541310","Architectural Services","00020","$3,362,000"
"Peters & Freedman LLP","191 Calle Magdalena # 220","Encinitas","CA","92024","","4363441","(760) 436-3441","Hoalaw.Com","","811103","Attorneys","541110","Offices Of Lawyers","00030","$0"
"Phantom Research Lab","1957 Friendship Dr # D","El Cajon","CA","92020","","4497754","(619) 449-7754","Phantomresearch.Com","","385103","Optical Goods-Manufacturers","339115","Ophthalmic Goods Manufacturing","00020","$6,788,000"
"Phoenix Footwear Group Inc","5937 Darwin Ct # 109","Carlsbad","CA","92008","","6029688","(760) 602-9688","Phoenixfootwear.Com","Phoenix Footwear Group designs, develops and markets a diversified selection of men's and women's dress and casual footwear, belts, personal items, outdoor sportswear and travel apparel. The company's moderate and premium priced brands include Royal Robbins apparel; the Tommy Bahama, Trotters, SoftWalk, Strol, H.S. Trask and Altama footwear lines; and Chambers Belts. The company s brands comprise more than 100 different styles of footwear, 750 styles of personal accessories and 250 styles of apparel products. The company s products are sold primarily through department stores, specialty retailers and catalogs. Phoenix Footwear Group is a publicly traded company. Its shares are listed on the American Stock Exchange under the symbol PXG. The company is headquartered in Carlsbad, Calif.","566101","Shoes-Retail","448210","Shoe Stores","00004","$0"
"Ping It","2504 Fletcher Pkwy","El Cajon","CA","92020","","6681000","(619) 668-1000","Lugarandpohl.Com","","874264","Consulting Services","541611","Administrative & General Mgmt Consulting Services","00030","$3,416,000"
"Pjhm Architects","804 Pier View Way # 103","Oceanside","CA","92054","Downtown Oceanside","7305527","(760) 730-5527","Pjhmarchitects.Com","","871202","Architects","541310","Architectural Services","00027","$4,539,000"
"Pointivity Inc","5355 Mira Sorrento Pl # 600","San Diego","CA","92121","Sorrento Valley","7776900","(858) 777-6900","Pointivity.Com","Pointivity is an information technology solutions provider. The company offers a variety of information technology products and services, such as managed hosting, Web and application development, system integration and application services. As a managed services and application service provider, it offers application enablement in a Citrix environment; project management; training of users; help desk services; server maintenance and data storage; back-up services; and automatically updating anti-virus software. In addition, Pointivity provides live remote technical assistance, customer support, 24-hour help desk and technical support. The company is a Microsoft Gold Certified partner. Pointivity employs approximately 30 people and maintains a location in San Diego.","737103","Computers-System Designers & Consultants","541511","Custom Computer Programming Services","00020","$2,853,000"
"Premier Healthcare Svc Inc","338 Via Vera Cruz # 210","San Marcos","CA","92078","","7984445","(760) 798-4445","Premier-Home-Health.Com","","874201","Business Management Consultants","541614","Process, Physical Distr/Logistics Consulting Svcs","00020","$2,278,000"
"Premier Produce","698 Anita St # A","Chula Vista","CA","91911","Otay Town","4235252","(619) 423-5252","Tpemail.Com","","478977","Transportation","488210","Support Activities For Rail Transportation","00034","$4,776,000"
"Prevost Construction Inc","400 S Sierra Ave # 201","Solana Beach","CA","92075","Solana Beach","7208559","(858) 720-8559","Prevostconstruction.Com","","152103","General Contractors","236115","New Single-Family Hsng Constr (Exc For-Sale Bldrs)","00027","$8,989,000"
"Prolog Logistics Inc","7345 Mission Gorge Rd # I","San Diego","CA","92120","Allied Gardens","2292200","(619) 229-2200","Prologlogistics.Com","","874266","Logistics","541611","Administrative & General Mgmt Consulting Services","00020","$2,278,000"
"Property Management Consultant","3511 Camino Del Rio S # 206","San Diego","CA","92108","Mission Valley East","5284200","(619) 528-4200","Pmchoa.Com","","874201","Business Management Consultants","541614","Process, Physical Distr/Logistics Consulting Svcs","00030","$3,416,000"
"Prosci Inc","12170 Flint Pl","Poway","CA","92064","","5132638","(858) 513-2638","Housekeepinggene.Com","","873104","Laboratories","541714","Research-Devmnt In Biotechnology (Except Nanobio)","00034","$0"
"Proven Inc","9444 Waples St # 440","San Diego","CA","92121","Sorrento Valley","4121111","(858) 412-1111","Innovaregs.Com","","874203","Personnel Consultants","541612","Human Resources Consulting Services","00025","$2,847,000"
"Psycare","2355 Northside Dr","San Diego","CA","92108","Mission Valley East","2791223","(858) 279-1223","Psycare.Com","","872103","Billing Service","541219","Other Accounting Services","00030","$4,277,000"
"QAI Inc","9191 Towne Centre Dr # 200","San Diego","CA","92122","University City","7687951","(831) 768-7951","Qai-Inc.Com","Since 1989, QAI (Quality Assurance International) Inc. has been one of the leading providers of organic certification services worldwide. Based in San Diego, Calif., it offers certification programs that allow producers, trading companies, manufacturers, private labelers, restaurants and retail distributors to guarantee their products meet the regulatory guidelines or standards. The company also operates in areas, including Japan, Canada and Latin America. It provides verification services that ensure the organic integrity of food and fiber products. QAI (Quality Assurance International) Inc. is one of the industry leaders and leads United States certification agencies in gaining market access for clients exporting to the European Union.","549935","Organic Foods & Services","446191","Food (Health) Supplement Stores","00035","$0"
"Quadrants Scientific","11956 Bernardo Plaza Dr","San Diego","CA","92128","Rancho Bernardo","6184708","(858) 618-4708","Quadscience.Com","Quadrants Scientific Incorporated is dedicated to the delivery of high quality, cost effective, prompt technical support services to the FDA regulated industries. Support is provided as 'state-of-the-art' analytical testing, project and regulatory consulting, on-site validation services and professional engineering support. Our staff is committed to focusing on the delivery of innovative solutions to our clients' needs that will assure continued service and financial benefit for our customers.","873414","Laboratories-Analytical","541380","Testing Laboratories","00020","$0"
"Quality Compliance Partners","5519 Clairemont Mesa Blvd # 29","San Diego","CA","92117","Clairemont Mesa East","6051744","(858) 605-1744","Qualitycompliancepartners.Com","","874899","Consultants-Business NEC","541618","Other Management Consulting Services","00025","$2,742,000"
"R D Engineering & Construction","1660 N Magnolia Ave # A","El Cajon","CA","92020","","5622255","(619) 562-2255","Rdconstruction.Com","","871105","Contractors-Engineering General","541330","Engineering Services","00022","$4,226,000"
"R G Investment Real Estate Svc","8888 Clairemont Mesa Blvd # M","San Diego","CA","92123","Kearny Mesa","2312727","(619) 231-2727","Rginvestmentre.Com","","653108","Real Estate Management","531210","Offices Of Real Estate Agents & Brokers","00022","$2,927,000"
"R&F Products Inc","1825 Diamond St # 101","San Marcos","CA","92078","University Commons","9169410","(760) 916-9410","Lairdtech.Com","R&F Products is a subsidiary of Laird Technologies, a leader in electromagnetic interference shielding. Laird Technologies and R&F Products work in conjunction to develop lines of microwave shielding materials for commercial applications. As an absorber manufacturer, R&F Products was formed to provide the microwave absorber user innovative engineering products. The company boasts access to some of the latest computer codes for deriving material properties and predicting radar absorbing material performance. It manufactures a complete range of microwave absorbers, including dipped and graded broadband foam absorbers, treated honeycomb core, Salisbury screens and compression molded magnetic elastomeric materials. With more than 25 years of experience in the design, development, manufacture and testing of radar absorbing materials, R&F Products maintains its headquarters in San Marcos, Calif.","384501","Shielding-Magnetic Electrostatic (Mfrs)","334517","Irradiation Apparatus Manufacturing","00000","$0"
"Randall Lamb Assoc","4757 Palm Ave","La Mesa","CA","91942","","7135700","(619) 713-5700","Randalllamb.Com","","871106","Engineers","541330","Engineering Services","00045","$8,644,000"
"Reaction Design","5930 Cornerstone Ct W # 230","San Diego","CA","92121","Sorrento Valley","5501920","(858) 550-1920","Reactiondesign.Com","","871111","Engineers-Consulting","541330","Engineering Services","00025","$0"
"Research Facilities Design","3965 5th Ave # 400","San Diego","CA","92103","Hillcrest","2970159","(619) 297-0159","Rfd.Com","Our experience as laboratory design consultants enables us to successfully collaborate with the Project Architect and to work together as a cohesive team throughout the duration of the design and construction processes. Research Facilities Design analyzes each project to determine the most appropriate individuals within our organization to provide management, design, and technical support services to best meet the needs of our clients. Also, our principals are architects. They are familiar with the design and construction process, and are therefore team players who recognize both the importance of laboratory building design and the architect and client's goal of a completely integrated project.","871202","Architects","541310","Architectural Services","00023","$3,866,000"
"Richard Brady & Assoc","3710 Ruffin Rd","San Diego","CA","92123","Kearny Mesa","4960500","(858) 496-0500","Richardbrady.Com","Richard Brady & Associates, also known as RBA, offers engineering and construction services. Founded in 1999, it designs water and wastewater facilities. The company also provides structural investigation and evaluation studies solutions. Richard Brady & Associates serves the energy and environmental market segments. It offers underground storage tank and waste management services. The company s clients include the U.S. Army, U.S. Air Force, and Department of Defense. Richard Brady & Associates provides facility decontamination and decommissioning solutions. It is certified by the California Department of Transportation. The company offers petroleum construction services and prepares infrastructure improvement plans. Richard Brady & Associates conducts property transaction environmental site assessments.","871147","Engineering","541330","Engineering Services","00049","$9,412,000"
"Rightway Gate","3220 Executive Rdg # 100","Vista","CA","92081","","7363700","(760) 736-3700","Rwgusa.Com","Rightway Gate Inc. is a provider of Internet, software and marketing services in the United States. Located in Carlsbad, Calif., it is a full-service provider of web hosting and registration services. The firm offers a range of services, such as shared hosting, dedicated hosting, international and national domain registration, search engine registration, search engine placement/optimization as well as web design/development. Rightway Gate Inc. has partnerships with Microsoft, Cisco, Red Hat, Miva, ENom, INWW, iTransact.com and ElectronicTransfer Inc.","874213","Marketing Programs & Services","541613","Marketing Consulting Services","00020","$2,278,000"
"Rjc Architects","320 Laurel St","San Diego","CA","92101","Park West","2399292","(619) 239-9292","Rjcarchitects.Com","","871202","Architects","541310","Architectural Services","00025","$4,202,000"
"Road Rebel Entertainment","2141 5th Ave","San Diego","CA","92101","Park West","6401001","(619) 640-1001","Road-Rebel.Com","","792905","Entertainment Bureaus","711190","Other Performing Arts Companies","00040","$2,214,000"
"Rpr Partners LLP","10525 Vista Sorrento Pky # 200","San Diego","CA","92121","Sorrento Valley","7683300","(858) 768-3300","Rprpartners.Com","","872101","Accountants","541211","Offices Of Certified Public Accountants","00028","$3,992,000"
"Rta International","2375 Paseo DE Las Americas # A","San Diego","CA","92154","Otay Mesa","4226922","(619) 422-6922","Rtainternational.Com","","506519","Electronic Equipment & Supplies-Whls","423690","Other Electronic Parts & Equipment Merchant Whlsrs","00021","$32,087,000"
"Rui Yi","505 Coast Blvd S","La Jolla","CA","92037","Village","5874815","(858) 587-4815","Anaphore.Com","","873127","Biology Consultants","541714","Research-Devmnt In Biotechnology (Except Nanobio)","00024","$0"
"S B & O Inc","3990 Ruffin Rd # 120","San Diego","CA","92123","Kearny Mesa","5601141","(858) 560-1141","Sboinc.Com","","871301","Surveyors-Land","541370","Surveying & Mapping (Except Geophysical) Services","00025","$2,489,000"
"Sabia Inc","10915 Technology Pl","San Diego","CA","92127","Rancho Bernardo","2172200","(858) 217-2200","Sabiainc.Com","","871116","Engineers-Electronic","541330","Engineering Services","00025","$4,802,000"
"Safdie Rabines Architects","925 Fort Stockton Dr","San Diego","CA","92103","Mission Hills","2949408","(619) 294-9408","Safdierabines.Com","","871202","Architects","541310","Architectural Services","00020","$3,362,000"
"Sagient Research Systems","3655 Nobel Dr # 600","San Diego","CA","92122","University City","6231600","(858) 623-1600","Sagientresearch.Com","","873206","Research Service","541910","Marketing Research & Public Opinion Polling","00033","$0"
"Salford Systems","9685 Via Excelencia # 208","San Diego","CA","92126","Miramar","5438880","(619) 543-8880","Salford-Systems.Com","","737206","Computer Software","511210","Software Publishers","00025","$10,290,000"
"San Diego Abatement Svc","6156 Mission Gorge Rd # A","San Diego","CA","92120","Grantville","6408888","(619) 640-8888","Asbestosremoval-Sandiego.Com","We are a one stop shop for asbestos removal services. Our team is trained to inspect, test, and remove asbestos as well as lead removal from residential and commercial properties. We believe that combining this environmental service with the renovation and painting will help our customers get back to their normal lives more quickly. Let us be your one stop shop for asbestos abatement services. Contact us today for an estimate!","179926","Asbestos Removal Service","562910","Remediation Services","00020","$4,401,000"
"San Diego Foundation","2508 Historic Decatur Rd # 200","San Diego","CA","92106","Naval Training Center","4021827","(619) 402-1827","Sdfoundation.Org","Established in 1975, The San Diego Foundation is one of the leading resources in the county for information about charity and community needs. It assists nonprofits throughout the county in areas, such as the environment, arts and culture, science and technology, civil society, health and human services, and disaster relief. More than 1,600 individuals, families and corporations house their philanthropic funds at the foundation. These include endowment, non-endowment, legacy and scholarship funds. It has started eight community foundations throughout San Diego County. Some of its affiliate members include the San Diego Women s Foundation, the San Diego Charitable Real Estate Foundation and the Balboa Park Trust.","869903","Organizations","813410","Civil & Social Organizations","00045","$0"
"San Diego Imaging Billing Ofc","8745 Aero Dr # 200","San Diego","CA","92123","Serra Mesa","5654877","(858) 565-4877","Sandiegoimaging.Com","","872103","Billing Service","541219","Other Accounting Services","00045","$6,415,000"
"San Diego Reference Laboratory","6565 Nancy Ridge Dr","San Diego","CA","92121","Sorrento Valley","5507344","(858) 550-7344","Sdrl.Com","","873104","Laboratories","541714","Research-Devmnt In Biotechnology (Except Nanobio)","00040","$0"
"San Diego Symphany","1245 7th Ave","San Diego","CA","92101","Core-Columbia","2350800","(619) 235-0800","Sandiegosymphony.Org","Operational since 1907, the San Diego Symphony is one of the leading orchestras in the United States. The orchestra annually performs more than 100 concerts and performs with various artists, such as Yo-Yo Ma, Yes, Charlotte Church and Cirque Eloise. Its performances include the Masterworks series, which features traditional classical repertoire and various guest artists, including Pinchas Zukerman, Hilary Hahn and Angel Romero. The San Diego Symphony also hosts show s with Dave Brubeck, Johnny Mathis and Arturo Sandoval. It also administers a range of annual holiday programs. The San Diego Symphony has produced recordings on Naxos, Proarte and other labels. Its work also includes  Masters of Mayhem,   Romeo and Juliet  and  Four Serious Songs.  The Orchestra has its office in San Diego.","792908","Music & Live Entertainment","711510","Independent Artists, Writers & Performers","00045","$2,491,000"
"San Diego Tax Attorney Svc","501 W Broadway # 800","San Diego","CA","92101","Marina","3762965","(619) 376-2965","San-Diego-Tax-Attorney.Com","Taxes are confusing, unless you have studied the subject or have a degree in it. The laws change frequently and it is difficult to keep up, or to know which ones will affect  you and your taxes. At San Diego Tax Attorney Service, we understand this, and we try hard to stay on top of all the changes, so we can assist you in connecting with a tax professional who suits your needs.   Business taxes can be especially confusing. There are certain forms that must me filed, at certain times during the year, and if you miss a payment, you will be penalized harshly. One major penalty the IRS will add is the Trust Fund Recovery Penalty and it will double the amount you owe the IRS! This will make it even more difficult to pay back the taxes you owe. A form 941 is a report that you must file quarterly, and it basically tells the IRS the amount of earnings that are paid to your employees as well as the employers share of Social Security and Medicare Taxes and the employer withholding amounts. It is vital that this report gets filed on time, or you will be penalized. The form 940 is used to report your Annual Federal Tax Act, or FUTA, taxes. The FUTA tax, along with any state unemployment taxes, funds the unemployment benefits paid to people who are no longer employed.   If you have delinquent payroll taxes, or are having trouble filing any of your other employer taxes, contact San Diego Tax Attorney Service to discuss your options and be connected with a small business tax specialist. Time is of the essence, so make sure you take action today, to get started on a resolution","811103","Attorneys","541110","Offices Of Lawyers","00021","$4,607,000"
"Sc Engineers Inc","17075 Via Del Campo # 1","San Diego","CA","92127","Rancho Bernardo","9460333","(858) 946-0333","Scengineers.Net","","871125","Engineers-Mechanical","541330","Engineering Services","00031","$5,955,000"
"Seamgen","919 4th Ave # 200","San Diego","CA","92101","Gaslamp","8197456","(619) 819-7456","Seamgen.Com","Seamgen uses emerging rich and mobile technologies to increase the adoption of web-based applications. Our custom software services digitize physical processes and ensure critical resources are available to professionals no matter where they are. By emphasizing user experience design and integrated quality assurance methods, we create easy-to-use interfaces that provide a consistent and satisfying user experience across stationary and mobile electronic devices. While we serve all verticals, our more than 50 years of combined healthcare experience - including development of payer, employer, administrative, and clinical applications - have provided us with keen insight into the specific needs of the healthcare community.","573418","Computer Software Application Svc Prvdrs","443142","Electronic Stores","00020","$5,315,000"
"Search Engine Optimization Inc","2720 Loker Ave W # G","Carlsbad","CA","92010","","9290039","(760) 929-0039","Seoinc.Com","Located in Carlsbad, Calif., SEO.com LLC is a search-marketing firm. It offers SEO, PPC, social media and conversion-focused/search-optimized design packages. The company offers a broad range of services, such as conversion/search engine optimization, paid search, social media marketing and search optimized web design. SEO.com LLC is in partnership with Grassroots.org, WashingtonVC, BPHG Media, Attention PR, Verasolve and Yield Software. Website Magazine has ranked it as No. 2 among its top 50 SEO firms in April 2010.","874214","Marketing Consultants","541613","Marketing Consulting Services","00030","$3,416,000"
"Seidcon Inc","1911 Riviera Dr","Vista","CA","92084","","5109800","(760) 510-9800","Seidcon.Com","","871147","Engineering","541330","Engineering Services","00020","$3,842,000"
"Separation Processes Inc","3156 Lionshead Ave # 2","Carlsbad","CA","92010","","4003660","(760) 400-3660","Spi-Engineering.Com","Separation Processes is an independent consulting engineering firm that specializes in the development and application of membrane treatment processes for municipal water and wastewater treatment. The company s qualifications encompass the range of pressure driven membrane technologies, including microfiltration, ultrafiltration, membrane bioreactors, nanofiltration and reverse osmosis. Its array of services includes feasibility studies, pilot testing, design, construction support and operational assistance. Richard Sudak founded Separation Processes in 1980.","871133","Engineers-Professional","541330","Engineering Services","00040","$7,683,000"
"Shic Blvd","820 Los Vallecitos Blvd # A-C","San Marcos","CA","92069","","7442033","(760) 744-2033","Shicblvd.Com","","874302","Public Relations Counselors","541820","Public Relations Agencies","00030","$2,051,000"
"Sierra Academy","6460 Boulder Lake Ave","San Diego","CA","92119","Lake Murray","4605066","(619) 460-5066","Catapultlearning.Com","","821103","Schools","611110","Elementary & Secondary Schools","00025","$0"
"Signal Genetics Inc","5740 Fleet St","Carlsbad","CA","92008","","5315952","(303) 531-5952","Miragentherapeutics.Com","","591207","Pharmaceutical Consultants","446110","Pharmacies & Drug Stores","00000","$0"
"Simplexity Product Devmnt Inc","11021 Via Frontera # D","San Diego","CA","92127","Rancho Bernardo","3857834","(858) 385-7834","Simplexitypd.Com","","871111","Engineers-Consulting","541330","Engineering Services","00035","$6,723,000"
"Smith Consulting Architects","13280 Evening Creek Dr S # 125","San Diego","CA","92128","Sabre Springs","7934777","(858) 793-4777","Sca-Sd.Com","Founded in 1988, Smith Consulting Architects is a California-based firm, specializing in master planning, architectural design and interior design. Based in San Diego, Calif., it also serves clients in Arizona, Colorado, Nevada, New Mexico, Michigan and Texas. The company s portfolio includes office, industrial, R&D, wet lab, SCIF, manufacturing, distribution, retail and LEED certified facilities for end user clients and real estate developers. A certified Woman Business Enterprise (WBE), Smith Consulting Architects is a member of the U.S. Green Building Council, offering environmentally responsible design, construction and building operations.","871202","Architects","541310","Architectural Services","00020","$3,362,000"
"Snipes Dye Assoc","8348 Center Dr # G","La Mesa","CA","91942","","6979234","(619) 697-9234","Snipesdye.Com","Snipes-Dye associates is a firm that specializes in civil engineering, land surveying and architectural solutions. The firm also offers a range of design and build solutions for commercial and government clients. It provides site development feasibility analysis, record plan preparation and remedial repair recommendation solutions. Snipes-Dye associates has expertise in on-site water and sewer service design services. The firm undertakes public works engineering projects for traffic control, domestic water and fire protection systems. In addition, it performs aerial photogrammetric mapping procedures and detailed topographic surveys. Snipes-Dye associates boundary dispute resolution and expert court testimony services. The firm additionally prepares subdivision parcel and condominium airspace plans.","871110","Engineers-Civil","541330","Engineering Services","00026","$4,994,000"
"Solar Alliance Of America Inc","406 9th Ave # 304","San Diego","CA","92101","Parkloft Condiminiums","5465411","(619) 546-5411","Solarallianceofamerica.Com","Serving the San Diego and surrounding counties, Solar Alliance of America, Inc. was founded in December 2010 and rapidly became #49 on the 2013 INC5000, the definitive list of fastest growing private U.S. Companies. Solar Alliance of America specializes in providing alternative energy solutions for homeowners using high-quality Solar technologies to lower household energy costs. In addition to helping homeowners gain control of their energy costs, Solar Alliance of America is committed to helping disabled veterans by donating solar energy systems through its not-for-profit philanthropy, The Solar Alliance Foundation - a 501(c)(3). Vets may apply online to be qualified for a solar donation.","873111","Environmental & Ecological Services","541714","Research-Devmnt In Biotechnology (Except Nanobio)","00040","$0"
"Southwest Green Intl Inc","4055 Calle Platino # 200","Oceanside","CA","92056","Ivey Ranch - Rancho Del Oro","6394960","(760) 639-4960","Greenegroup.Com","","359903","Machine Shops (Mfrs)","332710","Machine Shops","00020","$2,320,000"
