ranking,company,first_name,last_name,address,city,state,zip,neighborhood,phone,website,email,short_description,description,sic,sic_description,naics,naics_description,employees,revenue,tags,notes,username
,Macconnell Research,,,9550 Waples St # 120,San Diego,CA,92121,Sorrento Valley,(858) 452-2603,Macconnell.Com,,,"Founded in 1989, MacConnell Research Corporation develops, manufactures and sells instrumentation and related products for molecular biology research. Based in San Diego, Calif., its core products are used to separate and purify nucleic acids, including plasmid and genomic DNA. The company holds a global presence through multiple distributorships worldwide. Its list of products includes Mini-Prep 24 instrument, Mini-Prep 96 instrument, automatic buffer-bleach diluter, 100X running buffer, enhanced bacterial growth media, fluorescent sequencing desalting plate and many more.",382505,Instruments-Measuring (Mfrs),334515,Electricity & Signal Testing Instruments,10,,,,
,Machinetek Corp,,,1985 Palomar Oaks Way,Carlsbad,CA,92011,,(760) 438-6644,Machinetek.Com,,,,346904,Metal Stamping (Mfrs),332119,Metal Crown/Closure/Other Metal Stmpng (Exc Auto),16,,,,
,Mailing House,,,2555 Jason Ct,Oceanside,CA,92056,Peacock,(760) 940-9455,Usmailinghouse.Com,,,"The Mailing House specializes in Direct Mail Advertising Services, from concept to completion. We help other businesses locate and target prospective customers and set up marketing plans that are implemented on a regular basis. Most of our customers need to advertise to a specific audience or mapped out area. We provide them with all of the services they need in order to carry out the entire project. This is what sets us apart from our competition: 'Turn Key Direct Mail Projects Customer profile and marketing territory: Our customers are businesses that need to target market or use direct mail to keep in touch with their current customers via newsletters, flyers, postcards, ect. Although we have customers from all over the United States, our main marketing territory is San Diego, Orange, and Riverside Counties. The Mailing House started in 1992 sending out marketing materials for investment firms. After a while we graduated into a 500 sq foot industrial building and have almost doubled in size every year since we started. Originally we offered only mailing services, we now offer not only a wide variety of mailing services but also mailing list brokerage and in house printing and graphic design. This makes us a 'Turn Key' direct mail advertising facility and eliminates the need for our customers to go around to several different businesses to get their project completed. Most of our customers use us over our competition because we handle everything for them. All our customers have to do is send us a check and we get the mailers out for them, on time, month after month. They do not have to worry about the logistics of coordinating between several different companies anymore. We get a lot of positive feedback from this time saving method of doing business.",733101,Mailing & Shipping Services,541860,Direct Mail Advertising,10,,,,
,Mamma Lina's,,,6491 Weathers Pl # A,San Diego,CA,92121,Sorrento Valley,(858) 535-0620,Mammalinas.Com,,,,203801,Frozen Food Processors (Mfrs),311412,Frozen Specialty Food Manufacturing,10,,,,
,Mannis Communications Inc,,,2204 Garnet Ave # 101,San Diego,CA,92109,Pacific Beach,(858) 270-3103,Sdnews.Com,,,,271198,Newspaper Publishing & Printing (Mfrs),511110,Newspaper Publishers,15,,,,
,Marburg Industries Inc,,,1207 Activity Dr,Vista,CA,92081,,(760) 727-3762,Marburgind.Com,,,"Marburg Has a Track Record of Superior Service Marburg Industries, Inc is a woman-owned small business. For over 30 years Marburg Industries has created a variety of Autocapsealing Equipment for the food, beverage, cosmetic and many other markets requiring the application of decorative labeling or tamper evident packaging. All machines are designed with ease of set up and cost effeciant operation in mind. Over the years we have established an ability to meet unique packaging requirements with highly reliable cost efficient solutions. This has placed Marburg Industries as the machines of choic for industry leaders both domestically and internationally. Our goal has always been to cost effectively help you make your product more appealing to the consumer while protecting the content integrity.",356998,General Ind Machinery/Equip NEC (Mfrs),333999,All Other Misc General Purpose Machinery Mfg,12,,,,
,Marine & Restaurant Fabs Inc,,,3768 Dalbergia St,San Diego,CA,92113,Barrio Logan,(619) 232-7267,Marinerestaurant.Com,,,,344403,Sheet Metal Fabricators (Mfrs),332322,Sheet Metal Work Manufacturing,15,,,,
,Maritime Solutions,,,1616 Newton Ave,San Diego,CA,92113,Barrio Logan,(619) 234-2676,Maritimesolutions.Com,,,,373201,Boats-Manufacturers,336612,Boat Building,13,,,,
,Marsway Machining,,,4035 Oceanside Blvd # 41,Oceanside,CA,92056,Ivey Ranch - Rancho Del Oro,(760) 631-0872,Marsway.Com,,,,359903,Machine Shops (Mfrs),332710,Machine Shops,15,,,,
,Mask Us Inc,,,3121 Main St # F,Chula Vista,CA,91911,Otay Town,(619) 476-9041,Maskus.Com,,,,238998,Apparel & Accessories NEC (Mfrs),315990,Apparel Accessories & Other Apparel Manufacturing,10,,,,
,Master Production Printing,,,8310 Miramar Mall # A,San Diego,CA,92121,Sorrento Valley,(858) 677-0037,Mp4print.Com,,,,275202,Printers (Mfrs),323111,Commercial Printing (Except Screen & Books),12,,,,
,Matthews Signs,,,510 Venture St,Escondido,CA,92029,Vineyard,(760) 743-3103,Matthewssigns.Com,,,,399302,Signs (Mfrs),339950,Sign Manufacturing,10,,,,
,Maxima Racing Lubricants,,,9266 Abraham Way,Santee,CA,92071,,(619) 449-5000,Maximaracingoils.Com,,,,291104,Oils-Petroleum-Manufacturers,324110,Petroleum Refineries,10,,,,
,Mcgowan Enterprises,,,12225 World Trade Dr # A,San Diego,CA,92128,Carmel Mountain,(858) 675-9801,Pharma-Choice.Com,,,,283404,Drug Millers (Mfrs),325412,Pharmaceutical Preparation Manufacturing,14,,,,
,Mckeever Inc,,,1100 N Magnolia Ave # E,El Cajon,CA,92020,,(619) 579-1523,Mckeeverinc.Com,,,,503113,Cabinets-Wholesale,423310,"Lumber, Plywood, Millwork/Wood Panel Mrchnt Whslrs",13,,,,
,Mcv Microwave-Filters Band,,,6640 Lusk Blvd # A102,San Diego,CA,92121,Sorrento Valley,(858) 450-0468,Mcv-Microwave.Com,,,,399903,Manufacturers,339999,All Other Miscellaneous Manufacturing,11,,,,
,Medica,,,336 Encinitas Blvd # 200,Encinitas,CA,92024,,(760) 634-5440,Medicadx.Com,,,"Established in 1979, MeDiCa is a producer of autoimmune disease test kits and individual components for the international markets and throughout the United States. Based in Encinitas, Calif., it specializes in the manufacturing of in vitro diagnostics utilizing indirect immuno-florescence (IIF).The firm offers a range of products, such as anti-endomysial antibodies (AEmA), anti-mitochondrial (AMA), and anti-parietal cell (APCA), to name a few. MeDiCa is CMDCAS (Canadian Medical Devices Conformity Assessment System) registered for Canadian market, as well as is an ISO 13485 certified company.",384104,Physicians & Surgeons Equip & Supls-Mfrs,339112,Surgical & Medical Instrument Manufacturing,13,,,,
,Mega Parts Distributors Inc,,,12215 Highway 67,Lakeside,CA,92040,,(619) 561-7832,Locations.Where2getit.Com,,,,508208,Excavating Equipment (Whls),423810,Constr & Mining (Exc Oil Well) Mach/Equip Whlsrs,12,,,,
,Mercotac Inc,,,6195 Corte Del Cedro # 100,Carlsbad,CA,92011,,(760) 431-7723,Mercotac.Com,,,,399903,Manufacturers,339999,All Other Miscellaneous Manufacturing,18,,,,
,Meridian Optical Laboratory,,,9560 Ridgehaven Ct # B,San Diego,CA,92123,Kearny Mesa,(858) 565-0751,Essilor.Com,,,,385103,Optical Goods-Manufacturers,339115,Ophthalmic Goods Manufacturing,11,,,,
,Mesa Label Express,,,13400 Danielson St # B,Poway,CA,92064,,(858) 668-2820,Mesalabel.Com,,,,738963,Labeling,561910,Packaging & Labeling Services,16,,,,
,Metrius Electrical Svc,,,3774 Grove St # H3,Lemon Grove,CA,91945,Lemon Grove,(619) 337-2606,Metriuselectricalservices.Com,,,,371104,Electric Cars-Automobile (Mfrs),336111,Automobile Manufacturing,13,,,,
,Michael's Printing Co,,,6760 University Ave # 110,San Diego,CA,92115,Rolando,(619) 286-2421,Michaelsprintingcompany.Com,,,,275202,Printers (Mfrs),323111,Commercial Printing (Except Screen & Books),10,,,,
,Micro Computer Specialists Inc,,,1070 Joshua Way,Vista,CA,92081,,(760) 598-2177,Icpamerica.Com,,,,357101,Computers-Electronic-Manufacturers,334111,Electronic Computer Manufacturing,12,,,,
,Mike Hess Brewing Co,,,3812 Grim Ave,San Diego,CA,92104,North Park,(619) 255-7136,Mikehessbrewing.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Mike Hess Brewing Co,,,7955 Silverton Ave # 1201,San Diego,CA,92126,Miramar,(619) 786-4377,Mikehessbrewing.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Mike Metal Works,,,3552 Fowler Canyon Rd,Jamul,CA,91935,,(619) 440-8804,Imptestrm.Com,,,,349903,Metal Goods-Manufacturers,332999,All Other Misc Fabricated Metal Product Mfg,15,,,,
,Mikkeller Brewing Co,,,9368 Cabot Dr,San Diego,CA,92126,Miramar,(858) 381-3500,Mikkellersd.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Milo Johnson Automotive Svc,,,535 N Quince St,Escondido,CA,92025,Central Escondido,(760) 745-3843,Milojohnsonautobody.Com,,,Insurance Claim Specialists. Expert Color Matching. Foreign & Domestic Car and Truck Alignment and Collision Repair. Lifetime Guarantee on Paint and Body Repairs. ASE Certified Technicians and ASEs Blue Seal of Excellence Personable atmosphere and expertise with a large number of repeat customers and referrals.  High-Quality Collision Repair - using the latest repair techniques and equipment. Our expert and highly trained staff provide end to end collision service.  Computerized electronic measuring system - 'Touch' for accurate frame measurement and repair. Only high quality products and materials used.  Blowtherm Down-Draft Spray booth providing dust free painting  John Bean 3D Visualiner computerized diagnosis and alignment technology You have the right to choose. Choose Milo Johnson Automotive.Call for Your Appointment Today! (760) 745-3841,371404,Automobile Repair/Svc-Equip & Supls-Mfrs,336390,Other Motor Vehicle Parts Manufacturing,10,,,,
,Miramar Metal Processing,,,9090 Kenamar Dr # A,San Diego,CA,92121,Miramar,(858) 549-1700,Miramarmetalprocessing.Com,,,,347102,Metal Finishers (Mfrs),332813,Electroplating Plating Polishing Anodizing & Clrng,10,,,,
,Mission Brewery,,,1441 L St # D,San Diego,CA,92101,East Village,(619) 544-0555,Missionbreweryevents.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Mission Brewery,,,4353 LA Jolla Village Dr # H,San Diego,CA,92122,University City,(619) 818-7147,Missionbrewery.Net,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Mission Equipment & Lifts Inc,,,3210 Production Ave # F,Oceanside,CA,92058,Oceanside Municipal Airport,(760) 721-7262,Missionequipmentandlifts.Com,,,,501314,Automobile Repair/Svc-Equip/Supl (Whls),423120,Motor Vehicle Supplies & New Parts Merchant Whlsrs,10,,,,
,MODERN Blind Factory,,,8222 Vickers St,San Diego,CA,92111,Kearny Mesa,(858) 565-2944,Mcalpinehouse.Com,,,,225903,Curtains-Manufacturers,313240,Knit Fabric Mills,15,,,,
,Modern Times Beers,,,3725 Greenwood St,San Diego,CA,92110,Midway District,(619) 546-9694,Moderntimesbeer.Com,,,,208201,Brewers (Mfrs),312120,Breweries,11,,,,
,Mohr Manufacturing,,,3386 Sunrise St,San Diego,CA,92102,Stockton,(619) 234-8579,Mohrmfg.Com,,,,359903,Machine Shops (Mfrs),332710,Machine Shops,10,,,,
,Monkey Paw,,,805 16th St,San Diego,CA,92101,East Village,(619) 358-9901,Monkeypawbrewing.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Moon Design Mfg,,,971 Park Center Dr,Vista,CA,92081,,(760) 598-3227,Mooncustomwood.Com,,,,249998,Wood Products NEC (Mfrs),321999,All Other Miscellaneous Wood Product Manufacturing,12,,,,
,Motivate,,,4901 Morena Blvd # 300,San Diego,CA,92117,Bay Ho,(858) 272-9023,Motivateroi.Com,,,,271101,Newspapers (Publishers/Mfrs),511110,Newspaper Publishers,15,,,,
,Motsenbocker's Liftoff,,,4901 Morena Blvd # 806,San Diego,CA,92117,Bay Ho,(858) 581-0222,Liftoffin.Net,,,,284203,Cleaning Compounds-Manufacturers,325612,Polish & Other Sanitation Good Manufacturing,10,,,,
,Mtm Industrial,,,3230 Production Ave # B,Oceanside,CA,92058,Oceanside Municipal Airport,(760) 967-1346,Mtmindustrial.Com,,,,359903,Machine Shops (Mfrs),332710,Machine Shops,10,,,,
,MUE Corp,,,7960 Convoy Ct,San Diego,CA,92111,Kearny Mesa,(858) 576-7222,Muecorp.Com,,,,399959,Prototypes (Mfrs),339999,All Other Miscellaneous Manufacturing,13,,,,
,Murphy Oil Corp,,,12220 El Camino Real,San Diego,CA,92130,Carmel Valley,(858) 793-4777,Murphyoilcorp.Com,,,,291105,Petroleum Products-Manufacturers,324110,Petroleum Refineries,14,,,,
,Mymoroccantile.Com Sahara,,,2244 Fenton Pkwy # 306,San Diego,CA,92108,Mission Valley East,(858) 571-3500,Saharadesigns.Com,,,"We are a family owned business and our Moroccan tiles, or Moroccan zellij, are all made from scratch in our Fez factory. Even though the process has not changed that much from what the Moorish tile makers did in ancient times, we strive to produce the highest quality tile and to control the quality of each and every piece. We work mainly with architects, designers, and developers in America, Australia, Europe, Morocco, and The Middle East. We have extensive experience in making all types of real handmade authentic Moroccan tiles, or Moroccan zellij, including mosaics, hand painted tile, terracotta, zellij or zellige, cement tiles, hand chiseled tile, and more. We are able to meet any design requirements since we specialize in high quality authentic historic Moroccan tiles, Moroccan zellij or zellige, Spanish tiles, Andalusian tiles, Moorish tiles, and Portuguese tiles. Our team of designers and artisans can design and recreate the Alhambra Palace for any of your projects or right in your home using the same Moroccan tiles, or Moroccan zellij, and the same techniques as the Moors used hundreds of years ago. Whether you like modern Moroccan tiles, or Moroccan zellij, or would like to recreate an historic Moorish tile that you encountered in your travels across Spain, Portugal, or Morocco, we can make it for you. Whether you prefer old traditional vibrant colors, or modern earth tone colors, we are more than happy to assist you since we have the capabilities of customizing all of our Moroccan tile colors, designs, and scales.",239912,Textile Manufacturers,315990,Apparel Accessories & Other Apparel Manufacturing,10,,,,
,Nalpak Inc,,,1267 Vernon Way,El Cajon,CA,92020,,(619) 258-1200,Nalpak.Com,,,,353703,Mechanical Handling Equipment Mfrs,333924,"Indl Truck, Tractor, Trailer & Stacker Mach Mfg",10,,,,
,Neon Source,,,3428 Pickwick St,San Diego,CA,92102,Stockton,(619) 239-6366,Popsources.Com,,,"Established in 1989, Neon Source P.O.P. Source specializes in providing a range of visual identity products. It designs and develops neon art products for the consumer market. The company has capabilities in various forms of luminous products that incorporate plasma, cold cathode (CCFL), light emitting diodes (LED) and electro luminescence (EL). Neon Source P.O.P. Source operates a fulfillment warehouse that offers drop shipping and inventory storage services. It provides a variety of in-house design and customer support services. The company maintains joint venture relationships throughout the world. Neon Source P.O.P. Source s products include Tap handles, animated cans, bottle glorifiers, electric blackboards, and light boxes and mirrors.",399302,Signs (Mfrs),339950,Sign Manufacturing,10,,,,
,Neothetics Inc,,,9171 Towne Centre Dr # 270,San Diego,CA,92122,University City,(858) 750-1008,Neothetics.Com,,,,283498,Pharmaceutical Preparation (Mfrs),325412,Pharmaceutical Preparation Manufacturing,0,,,,
,Network Co Of California,,,770 Sycamore Ave # 122,Vista,CA,92083,,(760) 744-0442,Tncc.Com,,,,737904,Computers-Networking,541519,Other Computer Related Services,11,,,,
,Network Printing & Copy Ctr,,,12155 Flint Pl,Poway,CA,92064,,(858) 695-8221,Nwp1.Com,,,"Network Printing provides printing from single- to six-color configurations with on-line aqueous coating to meet printing needs. The company has been offering offset printing and copying services since 1985. It provides digital color and black and white copying services. Network Printing maintains a customer service department, as well as offers pickup and delivery services. The company provides a range of bindery services that includes collating, folding, stitching, tab cutting and padding. It uses a four-color printing process.",275998,Commercial Printing NEC (Mfrs),323111,Commercial Printing (Except Screen & Books),10,,,,
,New English Brewing Co,,,11545 Sorrento Valley Rd # 305,San Diego,CA,92121,Torrey Preserve,(619) 857-8023,Newenglishbrewing.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,New Leaf Biofuel LLC,,,1504 Reed Ave,San Diego,CA,92109,Pacific Beach,(619) 236-8500,Newleafbiofuel.Com,,,,291105,Petroleum Products-Manufacturers,324110,Petroleum Refineries,14,,,,
,Newton Learning Corp,,,8885 Rio San Diego Dr # 127,San Diego,CA,92108,Mission Valley East,(717) 397-3535,Newtonlearning.Com,,,,345298,Bolts Nuts Screws Rivets/Washers (Mfrs),332722,"Bolt, Nut, Screw, Rivet & Washer Manufacturing",10,,,,
,Next Day Printed Tees Inc,,,3523 Main St # 601,Chula Vista,CA,91911,Otay Town,(619) 420-8618,Ndpt.Com,,,,275902,Screen Printing (Mfrs),323113,Commercial Screen Printing,16,,,,
,Next Orthosurgical Inc,,,3270 Corporate Vw # A,Vista,CA,92081,,(760) 295-3600,Nextorthosurgical.Com,,,,384103,Hospital Equipment & Supplies-Mfrs,339112,Surgical & Medical Instrument Manufacturing,10,,,,
,Nickel Beer Co,,,1485 Hollow Glen Rd,Julian,CA,92036,,(760) 765-2337,Nickelbeerco.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Nishiba Industries Corp,,,2360 Marconi Ct,San Diego,CA,92154,Otay Mesa,(619) 661-8866,Nishiba.Com,,,"Nishiba Industries Corporation was founded in 1987 and is a custom molder and metal processor company headquartered in San Diego. It manufacturers a wide variety of plastic and metal products, including electrical and refrigerator components, speakers, television parts and keyboards. The company has a toolroom that offers a wide range of services, such as repairing, modifying and providing preventive maintenance on site to the injection molds and dies. Its toolroom is equipped with various machines, including mills, lathes, surface grinding machines, concentrators, weld machines and steel heat treatment ovens. Its customers include Aisin Electronics, Pass & Seymour Legrand, Sony Television, Sharp TV, Panasonic - Akme, Matsushita Television Company and JVC.",308901,Plastics-Mold-Manufacturers,326199,All Other Plastics Product Manufacturing,15,,,,
,Non-Linear Systems,,,4561 Mission Gorge Pl # F,San Diego,CA,92120,Grantville,(619) 521-2161,Nonlinearsystems.Com,,,,508432,Oil Well Equipment & Supplies-Whls,423830,Industrial Machinery & Equipment Merchant Whlsrs,10,,,,
,Nordson DAGE,,,2747 Loker Ave W,Carlsbad,CA,92010,,(510) 683-3930,Nordson.Com,,,,384401,X-Ray Apparatus & Supplies-Manufacturers,334517,Irradiation Apparatus Manufacturing,11,,,,
,North Star Propellers Inc,,,2285 Newton Ave,San Diego,CA,92113,Barrio Logan,(619) 239-8309,Northstarpropellers.Com,,,"North Star Propellers specializes in industrial equipment. It offers exterior sandblasting services. It manufactures propellers of various sizes and shapes. It offers marine and industrial accessories, such as couplings, cutlass bearings, Babbitt pouring components, struts, packing glands and seals. North Star Propellers also provides rudder posts, water pumps, hydraulic and pneumatic components, hydraulic hoses and fittings, conveyor idlers, and ball, roller and shaker screen bearings.",555113,Marine Equipment & Supplies,441222,Boat Dealers,10,,,,
,Northwest Circuits Corp,,,8660 Avenida Costa Blanca,San Diego,CA,92154,Otay Mesa,(619) 661-1701,Nwcircuits.Com,,,,506379,Circuits-Printed & Etched-Wholesale,423610,Electrical Apparatus/Wiring Supls/Rel Equip Whlsrs,16,,,,
,Novo Brazil Brewing Co,,,901 Lane Ave # 100,Chula Vista,CA,91914,Eastlake Business Park,(619) 869-4274,Novobrazilbrewing.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Nu Lite Inc,,,13135 Danielson St,Poway,CA,92064,,(858) 486-6700,Nuliteinc.Com,,,,399302,Signs (Mfrs),339950,Sign Manufacturing,10,,,,
,Nubs Plastics Inc,,,991 Park Center Dr,Vista,CA,92081,,(760) 598-2525,Nubsplastics.Com,,,,308901,Plastics-Mold-Manufacturers,326199,All Other Plastics Product Manufacturing,15,,,,
,O'Sullivan Brothers Brewing Co,,,9879 Hibert St # F,San Diego,CA,92131,Scripps Ranch,(858) 577-0350,Osullivan-Brothers.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Ocean Nanotech,,,7964 Arjons Dr # G,San Diego,CA,92126,Miramar,(858) 689-8808,Oceannanotech.Com,,,,873126,Biotechnology Products & Services,541714,Research-Devmnt In Biotechnology (Except Nanobio),10,,,,
,Oceanside Ale Works,,,1800 Ord Way,Oceanside,CA,92056,Peacock,(760) 295-0731,Oceansidealeworks.Net,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Oceanside Marine Ctr Inc,,,1550 Harbor Dr N,Oceanside,CA,92054,Downtown Oceanside,(760) 722-1833,Oceansidemarinecentre.Com,,,,449304,Boat Repairing,713930,Marinas,10,,,,
,Odusa Manufacturing,,,975 Park Center Dr,Vista,CA,92081,,(760) 599-6898,Odusa.Net,,,,308901,Plastics-Mold-Manufacturers,326199,All Other Plastics Product Manufacturing,10,,,,
,Oe Parts Network,,,7331 North Ave,Lemon Grove,CA,91945,Lemon Grove,(619) 668-8180,Oepartsnetwork.Com,,,,371401,Automobile Parts & Supplies-Mfrs,336390,Other Motor Vehicle Parts Manufacturing,10,,,,
,Off Beat Brewing Co,,,1223 Pacific Oaks Pl # 101,Escondido,CA,92029,Vineyard,(760) 294-4045,Offbeatbrewing.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,One Source Automation,,,310 Trousdale Dr # B,Chula Vista,CA,91910,North Chula Vista,(619) 422-4010,Osamfg.Com,,,,356907,Automation Systems & Equipment-Mfrs,333999,All Other Misc General Purpose Machinery Mfg,10,,,,
,One Zone Devices Inc,,,3525 Del Mar Heights Rd # B1,San Diego,CA,92130,Carmel Valley,(858) 350-9284,Onezonedevices.Com,,,,384104,Physicians & Surgeons Equip & Supls-Mfrs,339112,Surgical & Medical Instrument Manufacturing,15,,,,
,Optimum Therapeutics,,,1815 Aston Ave # 107,Carlsbad,CA,92008,,(760) 438-1155,Optimumtx.Com,,,,385107,Artificial Eyes-Human (Mfrs),339115,Ophthalmic Goods Manufacturing,17,,,,
,Orbit Brewing,,,500 LA Terraza Blvd # 150,Escondido,CA,92025,Central Escondido,(760) 239-6633,Orbitbrewing.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Orion Magazine,,,PO Box 469090,Escondido,CA,92046,,Not Available,Orionmagazine.Org,,,,272101,Publishers-Magazine (Mfrs),511120,Periodical Publishers,10,,,,
,Ormet Circuits Inc,,,6555 Nancy Ridge Dr # 200,San Diego,CA,92121,Sorrento Valley,(858) 831-0010,Ormetcircuits.Com,,,"San Diego, CA.-- ( BUSINESS WIRE ) Ormet Circuits, Inc announces a high-melting Pb-free solder alternatives agreement with the Indium Corporation Ormet Circuits, Inc announced the signing of a joint marketing and technical support agreement with Indium Corporation for its patented transient liquid phase sintering assembly materials. The agreement enables Indium Corporation to offer a line of high-temperature, Pb-free ( lead-free ) assembly materials that addresses the requirements of many power semiconductor and semiconductor packaging applications. When Pb-free is a requirement, the only suitable high-temperature solder that exists is the AuSn eutectic alloy. These transient liquid phase sintering ( TLPS ) materials, which offer an alternative technology to solder, provide many of the assembly process advantages of a low-melting Pb-free solder combined with high temperature joint stability. Indium Corporation Global Product Manager Dr. Andy Mackie said, 'Ormet is leveraging Indium Corporations global sales and technical support capabilities to offer these products into the electronics assembly, passive component assembly, and semiconductor assembly markets. The Indium Corporation is leveraging Ormet's unique materials set. This combination ultimately benefits our customers and the marketplace. Ormet is gaining a valuable sales channel partner to introduce and deliver the next generation of assembly and interconnect materials to the electronics assembly industry, said James Haley Ormet's Vice President of Marketing and sales. Headquartered in San Diego, CA, Ormet Circuits, Inc was incorporated in 2003 to manufacture and market conductive pastes and inks for the printed circuit board fabrication and microelectronics industries. Ormet conductive materials find wide use in many electronic applications from radar antennas to semiconductor packages, complex circuit boards, and electronic components and assemblies. Indium Corporation is a premiere materials supplier to the global electronics, semiconductor, solar, thin film and thermal management markets. Products include solders, performs, and fluxes ; brazes ; sputter targets ; indium, gallium, and germanium chemicals and sourcing ; and Reactive NanoFoil. Founded in 1934, Indium has global technical support and factories located in China, Singapore, South Korea, the United Kingdom, and the USA. For more information about Ormet Circuits, Inc please visit www.ormetcircuits.com or email support@ormetcircuits.net. San Diego, CA.-- ( BUSINESS WIRE ) Ormet Circuits Inc has released its next RoHS compliant Z-Interconnect paste for use in multilayer printed wiring board structures. Ormet's Z interconnect pastes are used in Military, Telecommunications and network server boards, Personal Digital Assistants, RF assemblies and smart phones. Ormet 701 material provides designers and fabricators a powerful material and process solution enabling current PWB manufacturing processes to meet Original Equipment Manufacturers ( OEM ) high-density designs with higher yield and reliability. The manufacturing improvements permitted by Ormet's materials promote limited lamination cyclesshortened production time, andreduced overall PWB costs. The Ormet paste extends the fabricators' toolbox for placing micro-vias in any layer at any location within the PWB. Ormet 701 is a transient liquid-phase sintered ( TLPS ) paste that is a composite metal and polymerbased material that undergoes dynamic structural changes during low-temperature heat treatment. During processing, a continuous metal network is created between the paste's metal particles and the adjoining metal layers in the multilayer substrate. The resulting metal network is highly electrically and thermally conductive and exhibits stable properties above 265 C.",289101,Adhesives & Glues-Manufacturers,325520,Adhesive Manufacturing,15,,,,
,Our City San Diego,,,7670 Opportunity Rd # 105,San Diego,CA,92111,Kearny Mesa,(858) 300-3200,Cypressmagazines.Com,,,,274105,Publishers (Mfrs),511199,All Other Publishers,11,,,,
,Pacific Beach Ale House,,,721 Grand Ave,San Diego,CA,92109,Pacific Beach,(858) 581-2337,Pbalehouse.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Pacific Brewing Co,,,8680 Miralani Dr # 107-131,San Diego,CA,92126,Miramar,(303) 819-7086,Pacificbrewingco.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Pacific CNC Machine Co,,,2702 Gateway Rd,Carlsbad,CA,92009,Bressi Ranch,(760) 431-7558,Pacificcnc.Com,,,,359903,Machine Shops (Mfrs),332710,Machine Shops,15,,,,
,Pacific Coast Iron,,,9038 Jamacha Rd,Spring Valley,CA,91977,,(619) 461-9800,Pciron.Net,,,,344106,Steel-Structural (Mfrs),332312,Fabricated Structural Metal Manufacturing,10,,,,
,Pacific Imaging,,,9687 Distribution Ave,San Diego,CA,92121,Miramar,(858) 536-2600,Pac-Print.Com,,,,275202,Printers (Mfrs),323111,Commercial Printing (Except Screen & Books),11,,,,
,Pacific Islander Beer Co,,,8665 Argent St # B,Santee,CA,92071,,(619) 270-7777,Pibbeer.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Pacific Steel Inc,,,1700 Cleveland Ave,National City,CA,91950,National City,(619) 474-7081,Pacific-Steel.Com,,,,331204,Steel Processing (Mfrs),331110,Iron & Steel Mills & Ferroalloy Manufacturing,10,,,,
,Pala International Inc,,,912 S Live Oak Park Rd,Fallbrook,CA,92028,,(760) 728-9121,Palagems.Com,,,,509406,Jewelers-Wholesale,423940,"Jewelry, Watch, Precious Stone/Metal Mrchnt Whlsrs",10,,,,
,Palomar Medical Supplies,,,602 Vista Way,Oceanside,CA,92054,South Oceanside,(760) 433-2800,Palomarmedicalsuppliesoceanside.Com,,,,504704,Physicians & Surgeons Equip & Supls-Whls,423450,"Medical, Dental/Hospital Equip/Supls Mrchnt Whlsrs",14,,,,
,Panoramic Doors,,,4065 Oceanside Blvd # Q,Oceanside,CA,92056,Ivey Ranch - Rancho Del Oro,(760) 722-7252,Foldingdoorsandwindows.Com,,,,243109,Doors-Folding (Mfrs),321911,Wood Window & Door Manufacturing,12,,,,
,Pauma Valley Brewery,,,,Pauma Valley,CA,92061,,(760) 458-6349,Paumavalleybrewery.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Peiyork International Co,,,9530 Padgett St # 104,San Diego,CA,92126,Miramar,(858) 530-2292,Peiyork.Com,,,,239904,Emblems (Mfrs),314999,All Other Miscellaneous Textile Product Mills,18,,,,
,Pepperball Technologies Inc,,,6540 Lusk Blvd # C137,San Diego,CA,92121,Sorrento Valley,(858) 638-0236,Pepperball.Com,,,"PepperBall Technologies, Inc. develops, manufactures and distributes the PepperBall brand line of less-lethal solutions for governmental, military, corrections, private security, bail enforcement, law enforcement agencies and consumers. Products include a full line of system launchers and projectiles for a variety of less-lethal applications. PepperBall's thousands of users include the Federal Bureau of Prisons, the United States Border Patrol, police and sheriff departments in major United States cities, as well as private entities, security services and bail enforcement agencies around the world.",366902,Security Control Equip & Systems-Mfrs,334290,Other Communications Equipment Manufacturing,10,,,,
